sleep_hours,screen_time,exercise_minutes,daily_pending_tasks,interruptions,fatigue_level,social_hours,coffee_cups,diet_quality,weather,mood_score,stress_level
6.60,3.79,1.16,2.00,7.00,2.24,1.02,1.00,good,sunny,6.92,1.11
5.53,5.42,27.53,3.00,6.00,5.71,0.68,2.00,good,sunny,9.61,2.40
6.33,7.40,38.06,3.00,7.00,7.04,2.73,2.00,average,sunny,10.00,3.31
7.57,4.02,6.74,1.00,10.00,4.35,2.03,1.00,average,snowy,6.85,1.00
8.14,1.25,20.46,4.00,4.00,6.23,2.52,1.00,good,cloudy,10.00,1.11
5.62,6.24,7.54,4.00,9.00,3.88,3.59,0.00,average,sunny,6.25,3.70
8.30,3.73,63.39,4.00,9.00,5.61,1.76,0.00,good,sunny,10.00,1.63
9.03,2.62,0.68,3.00,9.00,4.04,1.77,1.00,poor,sunny,7.58,1.01
7.62,3.75,17.34,2.00,3.00,6.64,3.77,0.00,average,rainy,8.77,1.00
9.82,4.63,3.64,2.00,3.00,2.47,2.02,2.00,poor,cloudy,7.04,1.00
5.84,3.79,24.91,2.00,8.00,2.97,1.20,0.00,average,snowy,10.00,1.27
5.13,0.59,3.87,0.00,6.00,7.61,2.74,2.00,average,snowy,6.87,1.03
4.33,6.79,5.37,4.00,9.00,0.08,1.76,1.00,average,cloudy,5.20,5.25
9.24,7.55,13.64,2.00,2.00,3.72,1.18,1.00,good,cloudy,7.64,1.00
7.98,6.30,49.26,4.00,6.00,4.72,2.09,2.00,average,cloudy,10.00,2.98
6.92,2.72,4.76,2.00,2.00,5.71,2.83,2.00,average,rainy,7.05,1.00
7.42,4.60,3.12,7.00,9.00,4.04,0.84,1.00,good,sunny,5.94,6.81
5.31,4.99,28.46,5.00,6.00,2.75,0.82,0.00,good,rainy,10.00,4.48
10.67,6.20,13.89,3.00,1.00,7.45,1.92,1.00,poor,cloudy,7.79,1.00
7.19,6.34,48.56,1.00,3.00,7.11,0.90,0.00,good,rainy,10.00,1.00
7.16,3.53,3.17,4.00,4.00,4.24,0.72,1.00,good,snowy,6.76,1.54
8.09,5.16,20.77,1.00,4.00,1.42,2.01,1.00,average,rainy,10.00,1.00
7.72,5.91,5.30,2.00,6.00,5.61,3.11,0.00,average,cloudy,6.22,1.00
7.34,7.91,3.41,2.00,8.00,5.36,2.79,1.00,average,sunny,4.57,1.95
5.81,6.41,23.00,4.00,5.00,3.67,1.89,1.00,average,rainy,9.24,2.77
7.71,6.58,18.01,5.00,11.00,1.09,3.28,1.00,average,cloudy,7.84,4.33
9.82,5.17,28.12,2.00,9.00,4.46,3.73,1.00,average,rainy,10.00,1.00
9.02,7.82,7.41,2.00,5.00,6.53,2.49,0.00,good,snowy,6.58,1.00
9.39,5.82,11.88,2.00,4.00,6.83,1.63,1.00,average,rainy,7.17,1.00
6.23,3.28,10.40,3.00,3.00,4.91,3.56,1.00,average,rainy,7.30,1.00
5.52,7.81,82.82,4.00,12.00,3.75,3.52,1.00,good,sunny,10.00,5.06
6.81,6.40,6.91,1.00,5.00,6.47,2.25,1.00,average,rainy,4.85,1.00
7.08,4.11,6.99,4.00,12.00,2.73,3.22,2.00,average,rainy,7.02,4.00
8.64,4.04,8.76,5.00,4.00,2.29,1.22,1.00,average,snowy,8.34,2.89
4.46,5.59,16.63,1.00,5.00,4.82,0.00,2.00,poor,snowy,6.41,1.00
9.29,5.93,5.82,2.00,3.00,8.09,1.03,3.00,good,snowy,6.30,1.00
6.76,5.39,49.37,3.00,3.00,8.17,2.21,1.00,average,sunny,10.00,1.00
6.36,5.62,6.18,1.00,5.00,2.36,1.93,1.00,good,snowy,6.33,1.00
5.48,8.40,45.23,3.00,3.00,4.13,2.96,2.00,average,snowy,10.00,1.19
4.52,7.14,2.18,4.00,8.00,9.87,0.51,1.00,good,rainy,3.06,6.28
8.23,5.38,21.38,4.00,6.00,3.62,0.53,2.00,average,rainy,10.00,1.81
7.11,6.88,47.50,3.00,4.00,8.24,2.76,1.00,average,sunny,10.00,1.21
5.07,2.93,3.70,5.00,2.00,6.95,0.56,0.00,good,snowy,4.67,3.96
5.06,5.80,69.05,1.00,8.00,7.38,1.73,2.00,average,cloudy,10.00,1.64
6.50,8.62,12.06,4.00,7.00,4.11,2.02,0.00,average,rainy,5.21,3.52
9.50,4.56,58.27,2.00,3.00,4.17,1.35,1.00,poor,cloudy,10.00,1.00
6.61,3.30,22.59,1.00,3.00,3.18,2.58,0.00,average,cloudy,9.96,1.00
4.75,3.70,7.18,4.00,8.00,6.60,0.00,0.00,good,snowy,5.89,4.59
6.63,2.82,4.17,3.00,5.00,1.73,3.83,1.00,good,cloudy,7.12,1.00
6.59,3.43,7.24,2.00,6.00,4.67,1.67,0.00,average,sunny,6.95,1.07
2.95,4.26,1.95,2.00,9.00,8.27,1.83,5.00,good,sunny,3.37,5.44
6.92,2.19,3.11,1.00,4.00,6.19,4.69,0.00,average,rainy,6.89,1.00
6.65,5.03,2.21,2.00,5.00,7.01,0.64,1.00,average,cloudy,5.02,1.32
8.04,6.80,11.00,4.00,6.00,1.71,0.95,1.00,average,sunny,7.12,1.12
9.77,3.18,31.75,4.00,7.00,3.01,3.40,1.00,average,sunny,10.00,1.39
8.69,8.04,3.05,6.00,3.00,7.37,0.44,1.00,average,cloudy,3.18,3.31
6.60,6.02,2.79,1.00,4.00,5.25,2.50,0.00,average,sunny,4.90,1.00
5.34,7.06,20.62,4.00,4.00,2.92,1.39,2.00,good,cloudy,7.68,2.84
10.86,3.68,4.39,0.00,1.00,6.25,0.38,0.00,poor,sunny,7.20,1.00
7.09,6.71,2.05,2.00,5.00,3.93,2.53,1.00,poor,cloudy,4.86,1.00
7.02,2.82,3.65,2.00,4.00,10.00,2.56,0.00,poor,sunny,6.14,1.00
6.96,6.78,51.47,2.00,1.00,6.20,2.00,0.00,average,sunny,10.00,1.00
7.30,5.34,34.46,1.00,3.00,3.15,4.07,0.00,average,sunny,10.00,1.00
6.78,6.11,8.74,3.00,7.00,6.76,1.23,1.00,poor,snowy,5.47,1.72
6.14,2.65,21.33,5.00,0.00,8.23,2.87,1.00,average,snowy,9.83,3.13
6.18,3.21,15.41,1.00,9.00,4.99,2.33,0.00,average,sunny,9.34,1.00
6.95,6.19,22.61,2.00,5.00,3.46,2.97,1.00,good,snowy,8.87,1.23
6.18,3.10,22.96,5.00,4.00,5.09,1.50,0.00,good,cloudy,10.00,3.38
5.93,5.93,19.82,2.00,0.00,3.77,0.62,0.00,average,snowy,7.47,1.00
7.16,2.27,6.19,2.00,6.00,4.48,1.32,2.00,poor,rainy,8.06,1.24
6.62,6.70,0.80,4.00,6.00,2.22,1.94,1.00,poor,rainy,4.54,2.33
9.26,2.53,12.16,2.00,2.00,6.75,2.68,1.00,good,sunny,9.87,1.00
3.02,6.10,44.32,2.00,3.00,2.70,2.02,1.00,average,snowy,10.00,1.53
8.64,6.25,16.86,3.00,5.00,6.22,2.22,1.00,poor,rainy,7.99,1.00
8.87,3.61,35.72,4.00,7.00,4.39,3.73,2.00,average,sunny,10.00,2.36
3.89,6.16,95.65,4.00,5.00,5.45,1.98,2.00,good,rainy,10.00,3.86
6.49,5.52,3.57,4.00,5.00,4.05,1.47,0.00,average,sunny,4.46,2.47
6.44,3.92,23.54,5.00,6.00,5.39,2.44,1.00,average,rainy,10.00,4.40
4.89,2.98,22.44,2.00,3.00,5.87,0.28,1.00,average,rainy,9.64,1.00
5.83,1.07,78.20,0.00,5.00,4.30,0.28,2.00,average,snowy,10.00,1.00
5.33,5.70,84.81,3.00,4.00,1.54,1.87,1.00,good,sunny,10.00,2.23
9.63,1.87,23.21,3.00,3.00,5.67,1.07,1.00,good,rainy,10.00,1.00
8.40,5.19,5.58,2.00,7.00,5.78,1.39,3.00,good,sunny,5.82,1.00
8.91,4.47,32.04,3.00,4.00,2.13,2.93,0.00,average,snowy,10.00,1.00
8.08,6.36,2.26,5.00,7.00,3.04,2.53,1.00,average,rainy,6.19,3.85
5.31,4.40,30.35,1.00,6.00,4.30,1.92,2.00,average,cloudy,10.00,1.19
6.21,4.34,48.20,2.00,4.00,0.41,2.08,2.00,average,cloudy,10.00,1.00
7.73,6.46,9.65,4.00,4.00,6.42,1.58,3.00,good,cloudy,6.06,3.41
5.17,5.67,19.92,2.00,3.00,4.02,2.85,0.00,average,sunny,8.05,1.00
8.07,5.63,11.25,0.00,5.00,5.58,2.79,0.00,average,snowy,7.32,1.00
6.64,5.94,11.52,5.00,4.00,2.88,2.99,1.00,good,sunny,6.51,3.40
6.44,1.93,7.43,0.00,10.00,9.03,2.94,0.00,good,sunny,6.63,1.45
8.07,6.51,28.72,2.00,8.00,2.16,2.05,3.00,average,cloudy,10.00,1.17
7.67,6.22,55.03,3.00,2.00,4.00,1.30,0.00,poor,snowy,10.00,1.00
6.46,2.97,56.52,2.00,3.00,7.40,1.83,5.00,average,rainy,10.00,1.31
8.74,4.51,3.84,6.00,7.00,2.70,2.12,0.00,good,sunny,6.36,3.31
5.38,4.92,41.55,5.00,4.00,5.18,1.33,1.00,average,cloudy,10.00,2.98
7.92,4.73,26.74,3.00,6.00,6.25,3.63,0.00,good,sunny,10.00,1.40
7.89,5.67,5.83,4.00,4.00,1.99,3.63,1.00,poor,sunny,5.91,1.00
6.54,7.86,1.39,5.00,5.00,3.66,1.88,1.00,average,snowy,4.20,3.88
7.49,7.16,6.24,2.00,5.00,5.38,3.03,2.00,average,rainy,5.18,1.00
5.12,2.38,48.66,2.00,9.00,5.91,2.56,1.00,average,sunny,10.00,2.90
8.39,6.24,20.06,4.00,4.00,3.36,1.50,5.00,good,sunny,9.97,1.72
6.72,7.66,25.53,4.00,1.00,8.68,2.41,0.00,average,rainy,7.88,2.29
6.22,5.77,5.95,7.00,4.00,5.96,1.23,1.00,average,snowy,5.49,6.04
8.57,7.18,25.42,6.00,6.00,6.55,1.12,1.00,average,sunny,9.23,3.70
5.94,9.02,0.57,4.00,3.00,6.44,2.48,0.00,good,snowy,2.33,3.53
4.89,7.05,9.41,3.00,4.00,1.87,2.49,1.00,average,snowy,5.54,1.96
4.67,5.50,19.71,5.00,10.00,4.77,4.69,2.00,good,sunny,8.38,5.78
7.91,7.09,3.16,2.00,9.00,4.97,1.84,0.00,poor,rainy,4.55,1.00
5.08,5.29,34.63,6.00,6.00,4.49,1.47,1.00,average,sunny,10.00,5.06
9.63,5.05,5.36,2.00,7.00,5.41,2.92,0.00,poor,sunny,7.09,1.00
3.88,4.30,21.13,6.00,0.00,0.79,1.97,1.00,poor,cloudy,9.18,4.84
9.54,8.13,10.39,3.00,6.00,5.26,1.35,0.00,average,rainy,5.47,1.00
7.32,3.36,18.13,2.00,2.00,4.39,1.41,0.00,good,cloudy,9.49,1.00
6.85,8.06,2.27,5.00,3.00,0.77,1.82,2.00,poor,rainy,4.05,3.53
6.18,6.00,0.34,3.00,13.00,5.84,3.05,1.00,average,sunny,4.46,4.38
7.60,2.20,48.06,2.00,5.00,2.64,2.43,0.00,average,snowy,10.00,1.00
6.94,5.74,6.28,2.00,2.00,4.24,1.17,0.00,average,cloudy,6.86,1.00
8.65,0.80,34.26,1.00,6.00,4.49,3.83,1.00,good,cloudy,10.00,1.00
7.17,6.25,146.78,4.00,6.00,1.31,1.09,1.00,good,cloudy,10.00,2.71
7.23,6.77,4.75,2.00,4.00,1.53,1.26,2.00,poor,cloudy,5.61,1.00
6.45,3.82,6.16,3.00,8.00,6.09,3.17,1.00,average,rainy,6.67,2.59
6.91,5.25,21.75,2.00,10.00,3.79,3.50,0.00,average,snowy,9.98,1.91
7.46,8.91,67.31,3.00,9.00,4.21,2.35,0.00,average,snowy,10.00,2.25
4.43,3.99,49.49,2.00,4.00,5.15,0.71,1.00,average,sunny,10.00,1.38
4.98,2.88,13.98,0.00,3.00,1.48,2.10,0.00,good,sunny,7.98,1.00
8.11,7.96,31.71,2.00,6.00,4.18,0.63,1.00,average,cloudy,10.00,1.00
7.26,8.93,2.92,3.00,7.00,4.78,4.48,2.00,average,sunny,4.46,1.64
6.72,5.01,75.83,1.00,5.00,8.53,2.29,0.00,average,sunny,10.00,1.00
7.03,7.02,66.68,2.00,4.00,3.16,2.80,1.00,average,rainy,10.00,1.00
7.52,7.68,3.58,3.00,6.00,6.58,1.63,0.00,average,sunny,4.69,1.32
6.19,3.52,7.12,1.00,5.00,5.00,3.81,1.00,average,sunny,7.85,1.00
5.83,4.03,2.11,4.00,5.00,2.73,1.50,0.00,good,sunny,6.34,3.19
7.29,7.46,6.34,1.00,1.00,3.73,1.14,1.00,average,snowy,5.76,1.00
5.53,8.37,33.85,5.00,6.00,6.73,2.30,0.00,average,snowy,8.74,4.90
7.61,6.13,9.51,1.00,4.00,6.55,2.88,1.00,good,sunny,6.81,1.00
4.45,3.24,1.85,1.00,4.00,3.96,4.13,1.00,good,cloudy,5.74,1.00
8.54,8.97,8.38,5.00,2.00,5.69,3.61,0.00,average,snowy,5.61,2.07
7.71,3.94,79.67,0.00,5.00,2.93,3.20,0.00,average,rainy,10.00,1.00
7.38,4.33,19.87,2.00,4.00,4.65,1.31,0.00,good,rainy,9.56,1.00
8.47,5.68,10.76,2.00,9.00,4.14,1.29,0.00,average,rainy,7.41,1.00
9.50,8.11,3.64,4.00,4.00,6.86,1.12,2.00,average,sunny,4.15,1.28
8.52,6.71,85.63,2.00,0.00,5.93,1.85,2.00,poor,cloudy,10.00,1.00
4.24,5.83,34.39,4.00,11.00,3.65,0.09,1.00,good,rainy,10.00,5.72
5.08,5.93,6.61,5.00,8.00,3.85,3.37,0.00,poor,cloudy,5.56,5.17
6.06,5.09,1.45,2.00,7.00,4.94,0.98,2.00,poor,rainy,4.85,1.45
7.04,6.12,1.17,3.00,6.00,4.68,0.85,1.00,average,cloudy,5.09,1.05
7.78,0.00,2.57,4.00,3.00,4.44,1.59,0.00,good,sunny,8.33,1.00
5.91,4.41,17.39,5.00,5.00,4.30,0.66,1.00,average,sunny,8.23,3.95
7.28,5.48,52.83,2.00,6.00,7.76,2.64,1.00,good,rainy,10.00,1.23
5.87,2.70,13.73,4.00,3.00,4.10,1.03,1.00,average,rainy,8.54,3.40
6.08,5.77,37.02,4.00,5.00,5.60,2.50,1.00,average,snowy,10.00,3.11
4.89,4.59,11.81,2.00,8.00,9.85,2.92,0.00,good,rainy,5.93,2.12
5.62,8.51,24.66,3.00,6.00,3.31,1.45,0.00,poor,snowy,7.72,2.13
4.97,8.15,26.33,0.00,7.00,5.39,1.28,1.00,good,snowy,7.97,1.00
5.54,4.07,3.82,7.00,4.00,5.49,1.20,1.00,good,sunny,5.67,5.75
8.58,4.70,8.96,0.00,3.00,4.98,0.92,1.00,good,sunny,7.69,1.00
5.58,4.85,20.28,0.00,8.00,5.08,1.58,1.00,good,snowy,9.13,1.00
10.95,4.10,1.47,1.00,1.00,3.24,2.07,1.00,good,rainy,7.78,1.00
7.74,5.39,8.97,1.00,5.00,5.72,0.62,2.00,average,snowy,7.23,1.00
7.28,3.48,15.31,0.00,6.00,1.33,1.36,2.00,average,rainy,9.59,1.00
5.71,2.74,111.58,1.00,5.00,8.60,2.16,1.00,average,sunny,10.00,1.11
8.05,6.25,12.87,5.00,5.00,8.43,2.03,1.00,poor,rainy,7.26,3.43
6.14,6.26,33.86,0.00,5.00,4.34,0.00,2.00,good,snowy,10.00,1.00
7.18,3.39,11.32,6.00,5.00,7.10,2.63,0.00,poor,rainy,8.04,4.50
10.84,6.79,31.83,3.00,6.00,4.41,3.24,0.00,poor,snowy,10.00,1.00
6.86,3.74,18.10,4.00,5.00,5.02,1.43,1.00,good,rainy,9.56,3.35
8.72,5.51,43.54,0.00,5.00,3.64,0.27,1.00,good,snowy,10.00,1.00
5.95,6.64,10.58,7.00,8.00,6.64,1.24,0.00,good,sunny,5.57,6.63
6.95,4.93,18.54,4.00,3.00,3.84,1.21,1.00,good,snowy,8.68,2.38
9.66,5.91,19.89,0.00,5.00,6.57,3.20,0.00,average,sunny,10.00,1.00
6.06,3.97,10.80,2.00,3.00,4.92,0.91,1.00,good,snowy,7.73,1.00
9.72,4.61,3.12,8.00,3.00,4.97,1.64,0.00,average,snowy,7.82,3.66
8.06,4.59,1.96,3.00,7.00,2.02,3.68,0.00,good,cloudy,6.33,1.00
6.16,3.51,0.34,2.00,4.00,5.12,2.16,2.00,poor,cloudy,5.89,1.00
7.95,4.65,41.36,3.00,4.00,2.71,2.20,0.00,good,cloudy,10.00,1.00
8.46,1.90,5.40,4.00,2.00,5.12,1.90,2.00,average,cloudy,7.13,1.00
7.93,4.02,4.75,1.00,6.00,8.88,2.98,1.00,average,rainy,5.84,1.00
4.64,4.43,26.64,5.00,3.00,2.22,2.40,0.00,good,sunny,10.00,3.34
5.91,4.49,7.71,1.00,7.00,4.71,3.85,4.00,good,sunny,6.03,1.00
6.63,4.52,14.11,5.00,7.00,3.73,3.96,1.00,good,cloudy,8.28,4.77
6.89,4.88,3.55,2.00,8.00,2.92,2.31,0.00,poor,rainy,6.71,1.00
7.93,5.96,64.25,1.00,6.00,3.42,1.96,1.00,poor,snowy,10.00,1.00
7.27,6.75,38.15,0.00,7.00,7.94,2.16,0.00,poor,snowy,10.00,1.00
5.00,3.70,39.87,2.00,4.00,8.47,1.43,1.00,poor,sunny,10.00,1.93
7.57,2.59,10.44,1.00,7.00,2.91,2.13,1.00,average,sunny,8.54,1.00
7.92,2.92,28.74,2.00,2.00,5.80,0.56,1.00,good,rainy,10.00,1.00
7.84,4.03,3.11,0.00,5.00,3.16,1.29,1.00,average,snowy,6.46,1.00
8.62,4.30,0.17,3.00,3.00,3.64,2.79,2.00,good,rainy,5.75,1.00
8.25,3.46,0.40,6.00,7.00,0.90,2.54,0.00,average,snowy,6.20,4.20
7.69,2.41,17.67,2.00,5.00,9.26,1.87,0.00,average,cloudy,10.00,1.00
6.89,4.09,12.15,0.00,7.00,7.20,2.42,1.00,poor,cloudy,7.38,1.00
4.51,5.36,14.60,2.00,9.00,3.70,3.51,0.00,good,rainy,8.40,2.78
7.64,6.19,0.15,1.00,6.00,5.57,1.61,2.00,good,sunny,4.09,1.00
7.31,3.89,10.99,6.00,5.00,4.20,0.56,1.00,average,rainy,7.58,5.29
7.41,4.17,25.32,4.00,7.00,6.89,2.63,1.00,average,rainy,9.85,3.25
5.08,3.15,11.69,1.00,1.00,4.32,2.54,0.00,average,snowy,7.22,1.00
5.38,4.94,26.35,2.00,3.00,4.61,2.76,0.00,good,snowy,10.00,1.00
8.58,3.30,5.31,5.00,3.00,3.68,0.80,1.00,good,snowy,7.83,1.61
6.94,6.15,33.55,2.00,11.00,6.21,0.50,0.00,average,snowy,10.00,1.50
8.02,1.43,17.76,3.00,4.00,9.42,2.26,0.00,average,sunny,10.00,1.00
7.04,4.28,4.73,2.00,2.00,4.43,2.19,0.00,poor,sunny,6.92,1.00
7.04,5.60,5.40,1.00,5.00,4.41,1.64,1.00,poor,cloudy,5.33,1.00
8.41,5.37,19.78,5.00,7.00,4.95,3.45,2.00,poor,rainy,9.18,2.76
6.23,10.39,35.43,3.00,2.00,5.52,1.99,1.00,poor,cloudy,8.94,1.48
7.14,5.70,10.74,3.00,5.00,4.40,3.23,3.00,poor,snowy,8.92,1.00
6.31,2.99,5.98,2.00,2.00,4.22,2.88,0.00,average,rainy,7.39,1.00
6.35,4.81,40.35,5.00,1.00,5.17,0.91,4.00,average,snowy,10.00,3.55
6.54,1.45,22.13,2.00,6.00,1.50,1.11,0.00,average,rainy,10.00,1.00
7.33,4.84,11.89,2.00,4.00,3.91,0.72,2.00,average,sunny,7.32,1.00
6.28,3.33,13.38,2.00,7.00,1.00,2.43,1.00,average,snowy,9.06,2.08
8.88,6.83,4.57,0.00,7.00,4.01,2.10,0.00,average,rainy,6.41,1.00
5.66,3.90,19.71,3.00,6.00,3.10,3.35,1.00,average,rainy,9.35,2.46
6.72,4.77,8.89,5.00,6.00,6.25,2.60,2.00,good,snowy,6.15,5.12
6.34,3.73,108.73,2.00,6.00,3.53,0.70,1.00,good,sunny,10.00,1.00
9.17,8.48,13.09,2.00,7.00,4.27,1.54,1.00,average,sunny,6.65,1.00
7.29,4.36,13.31,4.00,4.00,0.70,0.00,2.00,poor,sunny,8.00,1.56
8.55,8.67,16.69,5.00,9.00,7.04,2.29,4.00,good,rainy,6.42,4.88
4.77,6.63,49.72,4.00,4.00,2.83,4.79,1.00,good,sunny,10.00,3.22
7.40,5.96,32.27,2.00,6.00,4.03,2.13,1.00,poor,rainy,10.00,1.00
8.33,5.74,12.00,2.00,7.00,6.56,2.20,0.00,poor,cloudy,6.66,1.00
7.12,5.79,25.37,2.00,4.00,6.56,1.98,0.00,good,sunny,9.85,1.00
8.60,1.14,17.65,2.00,6.00,2.78,2.36,1.00,average,snowy,10.00,1.00
6.22,4.44,13.56,2.00,2.00,6.05,1.84,1.00,good,snowy,6.61,1.00
9.11,6.69,4.27,3.00,6.00,2.70,2.62,1.00,average,snowy,7.14,1.00
10.45,4.90,12.47,5.00,4.00,5.46,1.23,1.00,good,snowy,8.13,1.00
6.46,2.19,5.64,3.00,3.00,3.43,1.27,1.00,poor,cloudy,7.71,1.01
6.33,4.90,49.26,3.00,3.00,2.97,0.71,0.00,average,cloudy,10.00,1.00
9.18,8.41,8.17,5.00,5.00,5.07,1.97,0.00,good,sunny,6.07,2.70
9.37,7.49,60.84,4.00,3.00,3.55,0.89,0.00,average,sunny,10.00,1.00
6.22,4.88,15.23,1.00,4.00,9.04,3.45,0.00,poor,snowy,6.16,1.00
6.37,6.90,19.97,2.00,3.00,3.76,1.57,1.00,good,snowy,7.57,1.00
6.58,4.27,15.66,1.00,6.00,2.62,0.03,2.00,poor,snowy,8.74,1.00
4.98,1.59,2.77,5.00,9.00,3.20,0.86,1.00,poor,rainy,7.39,6.27
5.62,3.15,9.43,0.00,5.00,4.97,2.14,1.00,average,sunny,6.61,1.00
5.49,8.13,2.09,5.00,6.00,5.22,2.65,0.00,average,snowy,3.19,3.67
5.85,4.45,19.51,4.00,4.00,5.62,2.35,0.00,good,snowy,8.17,2.81
6.95,4.51,11.84,3.00,3.00,6.82,1.18,1.00,good,snowy,7.06,1.00
7.35,4.40,30.10,3.00,9.00,1.66,1.43,3.00,average,cloudy,10.00,2.90
9.33,8.81,4.98,3.00,3.00,6.91,1.31,0.00,average,cloudy,5.27,1.00
5.50,8.25,3.60,1.00,9.00,3.17,2.57,1.00,average,cloudy,3.89,1.00
8.48,9.44,10.43,1.00,4.00,5.80,2.12,1.00,good,rainy,5.70,1.00
6.68,4.68,52.23,2.00,8.00,8.44,1.55,0.00,good,rainy,10.00,1.35
6.93,5.59,24.79,3.00,3.00,3.40,1.34,0.00,good,sunny,9.94,1.00
8.01,1.97,10.86,3.00,3.00,3.32,1.48,2.00,good,snowy,9.70,1.00
5.32,7.95,14.57,3.00,5.00,2.95,2.01,0.00,average,sunny,6.21,2.11
7.57,2.66,1.76,4.00,8.00,4.32,3.34,0.00,average,sunny,6.92,2.94
7.25,5.43,83.44,5.00,3.00,7.53,2.19,2.00,average,cloudy,10.00,2.81
7.74,2.81,21.96,2.00,4.00,2.77,1.66,0.00,poor,snowy,10.00,1.00
7.43,3.82,6.72,2.00,8.00,4.01,1.59,0.00,poor,cloudy,6.65,1.36
10.68,3.33,17.63,3.00,3.00,6.95,3.70,1.00,good,cloudy,10.00,1.00
6.04,3.78,2.32,2.00,3.00,6.25,2.82,2.00,average,snowy,6.04,1.33
6.20,3.92,67.53,4.00,2.00,4.00,2.98,1.00,average,sunny,10.00,1.73
6.07,3.90,3.84,5.00,7.00,4.58,2.75,1.00,average,sunny,5.37,5.28
6.17,6.67,20.88,4.00,2.00,6.83,1.95,4.00,good,cloudy,7.81,2.45
6.04,2.79,5.63,4.00,6.00,8.16,3.20,2.00,poor,snowy,6.00,4.68
8.78,5.44,25.29,5.00,5.00,8.40,0.53,2.00,average,sunny,10.00,3.39
9.13,7.44,30.00,2.00,6.00,7.76,3.55,0.00,average,rainy,10.00,1.00
6.14,3.97,22.38,5.00,2.00,3.66,2.74,2.00,good,sunny,9.88,2.70
5.75,3.56,19.06,1.00,10.00,8.64,2.49,1.00,average,snowy,7.86,2.51
7.71,4.54,44.60,2.00,3.00,3.52,1.24,0.00,good,snowy,10.00,1.00
6.17,7.36,1.64,3.00,6.00,1.70,2.93,2.00,average,snowy,4.92,2.05
7.95,5.39,8.04,3.00,5.00,5.22,3.15,2.00,good,cloudy,6.99,1.00
7.30,3.94,5.71,3.00,7.00,7.95,1.30,4.00,good,sunny,6.22,2.43
4.73,5.97,88.48,2.00,6.00,6.33,1.33,0.00,average,rainy,10.00,1.43
9.32,2.80,9.87,5.00,7.00,4.85,0.97,0.00,average,cloudy,8.68,3.05
9.69,6.36,26.38,3.00,4.00,5.58,2.55,1.00,average,sunny,10.00,1.00
6.08,5.82,23.09,2.00,7.00,6.06,1.90,0.00,good,snowy,9.07,1.36
6.42,4.38,4.77,3.00,2.00,5.30,4.12,3.00,average,sunny,5.51,1.14
7.43,3.32,5.46,6.00,6.00,4.41,0.47,1.00,average,snowy,6.61,5.36
7.50,3.23,6.61,8.00,7.00,3.52,1.13,0.00,average,snowy,6.78,6.63
7.99,6.07,10.59,3.00,5.00,5.22,2.01,0.00,good,sunny,7.00,1.03
10.02,7.46,5.34,0.00,4.00,4.75,2.67,1.00,poor,sunny,6.58,1.00
6.73,3.73,0.40,5.00,5.00,5.01,2.62,1.00,poor,rainy,5.42,3.72
5.80,5.92,42.30,3.00,2.00,7.09,2.08,0.00,poor,sunny,10.00,1.00
4.93,0.83,67.40,4.00,8.00,4.50,2.35,3.00,average,sunny,10.00,5.06
5.90,3.83,8.36,3.00,5.00,4.58,2.12,3.00,average,cloudy,7.96,1.94
6.95,4.94,8.27,2.00,6.00,5.38,3.05,0.00,good,snowy,7.23,1.14
9.69,3.18,0.14,3.00,5.00,10.00,1.44,3.00,average,snowy,6.18,1.00
6.22,3.13,22.80,1.00,6.00,2.82,1.56,3.00,poor,rainy,10.00,1.00
7.34,3.66,34.91,3.00,8.00,7.18,2.69,0.00,average,cloudy,10.00,3.33
6.98,5.58,3.17,0.00,7.00,4.40,3.57,2.00,good,rainy,5.11,1.00
8.78,4.63,3.48,1.00,0.00,4.88,1.37,2.00,average,sunny,5.95,1.00
10.79,0.52,31.22,3.00,4.00,2.38,2.24,2.00,good,rainy,10.00,1.00
6.20,0.76,19.16,1.00,7.00,8.76,1.62,1.00,poor,snowy,8.99,1.00
6.27,3.79,0.92,0.00,7.00,5.45,2.55,2.00,poor,cloudy,5.05,1.00
8.57,5.92,19.49,0.00,2.00,6.32,0.36,0.00,good,sunny,8.55,1.00
8.02,0.00,7.39,4.00,3.00,2.00,1.65,2.00,average,cloudy,9.44,1.71
9.77,4.00,9.20,3.00,9.00,3.72,1.43,1.00,good,cloudy,8.24,1.38
7.88,3.95,29.37,4.00,7.00,5.82,1.66,1.00,good,rainy,10.00,2.94
6.46,7.78,33.31,7.00,8.00,4.68,0.00,2.00,average,sunny,9.80,6.94
7.89,4.23,10.23,3.00,4.00,5.89,4.02,1.00,average,cloudy,7.83,1.03
8.66,5.77,58.81,1.00,2.00,9.21,0.00,2.00,average,cloudy,10.00,1.00
8.23,5.28,10.43,3.00,6.00,6.01,2.48,0.00,good,rainy,7.58,1.08
7.76,0.74,29.55,3.00,2.00,4.10,0.71,1.00,average,cloudy,10.00,1.00
8.60,6.54,13.23,2.00,4.00,3.70,0.76,0.00,poor,snowy,8.43,1.00
8.75,5.43,45.56,7.00,9.00,3.47,2.14,3.00,average,snowy,10.00,5.88
9.07,6.02,47.67,2.00,4.00,4.14,2.69,3.00,good,sunny,10.00,1.00
7.97,12.85,1.83,4.00,3.00,4.23,0.92,1.00,poor,sunny,1.94,1.00
